epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
83,5288.25,0.86725,0.78533,1.28739,0.84172,0.77745,0.85185,0.60851,0.90844,0.72524,1.34561,0.001882,0.001882,0.001882
84,5351.56,0.86796,0.77891,1.28905,0.84007,0.7778,0.85219,0.60874,0.90913,0.72243,1.34567,0.001783,0.001783,0.001783
85,5414.64,0.86452,0.77789,1.28578,0.86093,0.76227,0.85186,0.61116,0.90945,0.72037,1.34461,0.001684,0.001684,0.001684
86,5476.77,0.86895,0.77575,1.28531,0.87494,0.75856,0.85386,0.60948,0.91008,0.71776,1.34325,0.001585,0.001585,0.001585
87,5538.52,0.86847,0.77745,1.28441,0.87648,0.75911,0.85527,0.61212,0.91041,0.71502,1.34339,0.001486,0.001486,0.001486
88,5601.71,0.84879,0.76475,1.2771,0.87764,0.7576,0.85612,0.612,0.90969,0.71368,1.34243,0.001387,0.001387,0.001387
89,5663.96,0.85561,0.76493,1.27689,0.83885,0.77026,0.851,0.60963,0.90849,0.71208,1.34139,0.001288,0.001288,0.001288
90,5727.74,0.85267,0.75743,1.27743,0.83505,0.76933,0.85019,0.60861,0.90744,0.71039,1.34016,0.001189,0.001189,0.001189
91,5792.15,0.79598,0.61694,1.26993,0.87104,0.74946,0.85521,0.60949,0.90771,0.70821,1.34033,0.00109,0.00109,0.00109
92,5853.63,0.77449,0.58955,1.25819,0.8743,0.74721,0.8544,0.60798,0.90631,0.70552,1.3389,0.000991,0.000991,0.000991
93,5916.25,0.76893,0.58357,1.25077,0.7838,0.81376,0.8533,0.60868,0.9058,0.70419,1.33895,0.000892,0.000892,0.000892
94,5978.73,0.76034,0.56904,1.24159,0.81189,0.80891,0.85825,0.61027,0.90459,0.70231,1.33848,0.000793,0.000793,0.000793
95,6042.82,0.74754,0.56013,1.22968,0.81689,0.8104,0.85925,0.61086,0.90392,0.70058,1.33789,0.000694,0.000694,0.000694
96,6106,0.74733,0.5586,1.23045,0.89043,0.75252,0.85695,0.61084,0.90315,0.69898,1.33801,0.000595,0.000595,0.000595
97,6167.26,0.73738,0.55297,1.22577,0.80639,0.82244,0.85817,0.615,0.90223,0.69831,1.33755,0.000496,0.000496,0.000496
98,6229.78,0.73169,0.54775,1.22386,0.88025,0.76531,0.85634,0.61487,0.90115,0.69768,1.33674,0.000397,0.000397,0.000397
99,6292.51,0.72769,0.5437,1.21607,0.86523,0.77043,0.85632,0.61521,0.90123,0.69662,1.33716,0.000298,0.000298,0.000298
100,6356.59,0.72308,0.53988,1.21678,0.81291,0.81995,0.86012,0.61637,0.89974,0.6958,1.33525,0.000199,0.000199,0.000199
