epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
175,5619.94,1.12012,0.9059,1.37633,0.71714,0.71775,0.715,0.38364,1.93715,1.38682,2.16015,7.71172e-05,7.71172e-05,7.71172e-05
176,5655.28,1.1444,0.91674,1.38338,0.71162,0.67506,0.71847,0.37888,1.94023,1.38544,2.16696,7.4365e-05,7.4365e-05,7.4365e-05
177,5690.77,1.13436,0.91356,1.37079,0.71701,0.6877,0.71994,0.37988,1.92675,1.39474,2.14497,7.16128e-05,7.16128e-05,7.16128e-05
178,5720.9,1.13955,0.91757,1.38024,0.72385,0.70072,0.72502,0.38908,1.91525,1.37991,2.14422,6.88606e-05,6.88606e-05,6.88606e-05
179,5754.72,1.13788,0.9187,1.38212,0.734,0.71695,0.7291,0.3889,1.92689,1.40669,2.1476,6.61084e-05,6.61084e-05,6.61084e-05
180,5784.41,1.14025,0.91905,1.37728,0.7019,0.69976,0.71485,0.37787,1.92654,1.39156,2.15139,6.33562e-05,6.33562e-05,6.33562e-05
181,5819.16,1.11383,0.89718,1.36213,0.68529,0.69156,0.71602,0.38536,1.94086,1.39799,2.15936,6.0604e-05,6.0604e-05,6.0604e-05
182,5849.29,1.1147,0.89341,1.3604,0.70382,0.67826,0.72028,0.38338,1.94374,1.40679,2.1599,5.78518e-05,5.78518e-05,5.78518e-05
183,5882.36,1.12395,0.90374,1.36575,0.72219,0.66983,0.7247,0.38323,1.9368,1.40314,2.16309,5.50996e-05,5.50996e-05,5.50996e-05
184,5912,1.10391,0.90748,1.37643,0.73457,0.67459,0.72814,0.39211,1.93414,1.40203,2.16186,5.23474e-05,5.23474e-05,5.23474e-05
185,5945.06,1.09596,0.88663,1.3593,0.74144,0.67057,0.71422,0.37052,1.9361,1.39011,2.17025,4.95952e-05,4.95952e-05,4.95952e-05
186,5979.49,1.11005,0.88413,1.36323,0.67022,0.73239,0.73217,0.38758,1.93632,1.37862,2.17282,4.6843e-05,4.6843e-05,4.6843e-05
187,6011.63,1.12535,0.897,1.37728,0.75403,0.67104,0.72775,0.38176,1.94478,1.38544,2.1812,4.40908e-05,4.40908e-05,4.40908e-05
188,6042.42,1.10152,0.89252,1.35654,0.70969,0.69141,0.73039,0.3827,1.94555,1.39932,2.17747,4.13386e-05,4.13386e-05,4.13386e-05
189,6075.32,1.11313,0.89021,1.36128,0.73274,0.65757,0.72268,0.38799,1.93253,1.38714,2.16205,3.85864e-05,3.85864e-05,3.85864e-05
190,6106.79,1.11713,0.90481,1.3819,0.7373,0.65474,0.71858,0.38063,1.94933,1.39713,2.17836,3.58342e-05,3.58342e-05,3.58342e-05
191,6140.73,1.11119,0.83549,1.37615,0.76148,0.67926,0.71947,0.38089,1.95116,1.42068,2.19249,3.3082e-05,3.3082e-05,3.3082e-05
192,6172.81,1.06897,0.78022,1.34135,0.73626,0.67862,0.7094,0.37987,1.93866,1.41355,2.18064,3.03298e-05,3.03298e-05,3.03298e-05
193,6200.93,1.04444,0.76497,1.34121,0.76668,0.71066,0.73238,0.38096,1.9495,1.40583,2.19152,2.75776e-05,2.75776e-05,2.75776e-05
194,6233.36,1.05924,0.76789,1.34581,0.76333,0.70187,0.7301,0.38048,1.94626,1.40144,2.19009,2.48254e-05,2.48254e-05,2.48254e-05
195,6267.22,1.04137,0.75421,1.33261,0.75458,0.70495,0.7182,0.38395,1.94523,1.39564,2.19331,2.20732e-05,2.20732e-05,2.20732e-05
196,6300.48,1.03439,0.75398,1.32614,0.71348,0.69452,0.71223,0.38706,1.94768,1.39847,2.19127,1.9321e-05,1.9321e-05,1.9321e-05
197,6329.16,1.03454,0.74459,1.31894,0.72971,0.6894,0.70968,0.38236,1.95075,1.4108,2.20304,1.65688e-05,1.65688e-05,1.65688e-05
198,6361.63,1.026,0.73663,1.31791,0.72173,0.6858,0.71009,0.38262,1.94503,1.40532,2.20171,1.38166e-05,1.38166e-05,1.38166e-05
199,6390.5,1.02504,0.7452,1.33283,0.71897,0.69846,0.72094,0.37757,1.9456,1.40687,2.20054,1.10644e-05,1.10644e-05,1.10644e-05
200,6423.94,1.02659,0.74503,1.32642,0.72087,0.6998,0.72234,0.38263,1.94462,1.39829,2.19898,8.3122e-06,8.3122e-06,8.3122e-06
